time,gFx,gFy,gFz,TgF
0.0040625,0.0257,0.3552,0.7966,0.873
0.005169062,0.0237,0.3591,0.7863,0.865
0.005819843,0.0198,0.3630,0.7770,0.858
0.00634125,0.0159,0.3684,0.7726,0.856
0.006873385,0.0139,0.3757,0.7726,0.859
0.00767552,0.0139,0.3787,0.7756,0.863
0.008423906,0.0120,0.3826,0.7795,0.868
0.008973541,0.0105,0.3855,0.7834,0.873
0.009926406,0.0105,0.3875,0.7888,0.879
0.010691354,0.0120,0.3875,0.7946,0.884
0.011169948,0.0139,0.3870,0.8010,0.890
0.011602656,0.0154,0.3875,0.8078,0.896
0.012014114,0.0169,0.3870,0.8137,0.901
0.012397864,0.0179,0.3865,0.8205,0.907
0.012791666,0.0179,0.3875,0.8269,0.913
0.013186093,0.0179,0.3884,0.8342,0.920
0.013523593,0.0198,0.3904,0.8381,0.925
0.01386526,0.0183,0.3953,0.8455,0.933
0.014245833,0.0169,0.3972,0.8504,0.939
0.014600156,0.0159,0.4002,0.8562,0.945
0.020265781,0.0174,0.4051,0.8582,0.949
0.021113802,0.0169,0.4109,0.8616,0.955
0.021586875,0.0179,0.4168,0.8670,0.962
0.02200552,0.0188,0.4231,0.8675,0.965
0.030619843,0.0198,0.4261,0.8694,0.968
0.03123677,0.0242,0.4300,0.8704,0.971
0.031666093,0.0267,0.4334,0.8724,0.974
0.032038593,0.0291,0.4368,0.8733,0.977
0.032363541,0.0350,0.4388,0.8753,0.980
0.034813698,0.0384,0.4393,0.8758,0.981
0.036942448,0.0428,0.4417,0.8772,0.983
0.038719166,0.0462,0.4412,0.8782,0.984
0.046294583,0.0506,0.4427,0.8787,0.985
0.046820729,0.0526,0.4432,0.8782,0.985
0.047113229,0.0506,0.4437,0.8812,0.988
0.04732177,0.0506,0.4442,0.8826,0.989
0.047887291,0.0506,0.4442,0.8870,0.993
0.050981718,0.0496,0.4471,0.8924,0.999
0.052196302,0.0496,0.4451,0.8983,1.004
0.054808906,0.0501,0.4461,0.9032,1.009
0.059022708,0.0487,0.4461,0.9090,1.014
0.060249062,0.0491,0.4451,0.9154,1.019
0.060799375,0.0496,0.4442,0.9193,1.022
0.06264302,0.0511,0.4427,0.9247,1.026
0.064759635,0.0531,0.4403,0.9261,1.027
0.067391041,0.0531,0.4388,0.9291,1.029
0.067846927,0.0545,0.4344,0.9315,1.029
0.070487343,0.0565,0.4310,0.9359,1.032
0.072020468,0.0584,0.4285,0.9384,1.033
0.075928385,0.0594,0.4251,0.9413,1.035
0.077233229,0.0589,0.4251,0.9437,1.037
0.07979427,0.0579,0.4261,0.9452,1.038
0.080467656,0.0565,0.4236,0.9447,1.037
0.082061354,0.0521,0.4217,0.9457,1.037
0.08479052,0.0496,0.4192,0.9467,1.037
0.087490364,0.0472,0.4153,0.9462,1.034
0.088017604,0.0443,0.4158,0.9462,1.034
0.090934843,0.0428,0.4134,0.9452,1.033
0.094255625,0.0399,0.4109,0.9442,1.031
0.096148958,0.0379,0.4085,0.9432,1.029
0.097284114,0.0350,0.4099,0.9403,1.026
0.097998125,0.0301,0.4104,0.9374,1.024
0.100648802,0.0271,0.4114,0.9335,1.020
0.102103177,0.0227,0.4119,0.9320,1.019
0.104610364,0.0203,0.4075,0.9276,1.013
0.110188385,0.0198,0.4060,0.9212,1.007
0.11105526,0.0193,0.4046,0.9168,1.002
0.111565104,0.0198,0.4016,0.9129,0.998
0.112330156,0.0193,0.4002,0.9076,0.992
0.115131614,0.0218,0.3982,0.9036,0.988
0.116709635,0.0237,0.3953,0.8983,0.982
0.118331614,0.0237,0.3933,0.8939,0.977
0.120247552,0.0232,0.3933,0.8895,0.973
0.123377239,0.0271,0.3914,0.8880,0.971
0.126565104,0.0262,0.3924,0.8826,0.966
0.128477552,0.0276,0.3933,0.8782,0.963
0.129328593,0.0281,0.3924,0.8748,0.959
0.131398177,0.0271,0.3924,0.8709,0.956
0.132311093,0.0262,0.3953,0.8680,0.954
0.135321875,0.0276,0.3958,0.8650,0.952
0.137085104,0.0296,0.3963,0.8616,0.949
0.13792875,0.0306,0.3967,0.8596,0.947
0.140711093,0.0320,0.3967,0.8616,0.949
0.143767031,0.0345,0.3963,0.8640,0.951
0.145137604,0.0389,0.3977,0.8680,0.956
0.148192083,0.0418,0.3977,0.8714,0.959
0.148899114,0.0438,0.3972,0.8748,0.962
0.150168489,0.0443,0.3992,0.8792,0.967
0.153010625,0.0462,0.4021,0.8831,0.971
0.155137552,0.0472,0.4026,0.8851,0.973
0.159344791,0.0457,0.4046,0.8904,0.979
0.160216927,0.0452,0.4065,0.8948,0.984
0.160723437,0.0443,0.4070,0.8992,0.988
0.162259791,0.0423,0.4099,0.9022,0.992
0.165040677,0.0433,0.4075,0.9085,0.997
0.167817187,0.0452,0.4055,0.9129,1.000
0.168535833,0.0457,0.4046,0.9203,1.006
0.171538854,0.0438,0.4080,0.9252,1.012
0.172251666,0.0423,0.4109,0.9320,1.019
0.177518333,0.0403,0.4129,0.9354,1.023
0.178509114,0.0403,0.4153,0.9393,1.028
0.179010885,0.0369,0.4173,0.9393,1.029
0.180213854,0.0350,0.4187,0.9423,1.032
0.182142291,0.0325,0.4217,0.9457,1.036
0.185775729,0.0350,0.4227,0.9501,1.040
0.19276401,0.0340,0.4227,0.9511,1.041
0.193543281,0.0359,0.4227,0.9530,1.043
0.194023177,0.0374,0.4222,0.9535,1.043
0.194443385,0.0399,0.4217,0.9550,1.045
0.194855572,0.0418,0.4217,0.9564,1.046
0.197962864,0.0433,0.4192,0.9550,1.044
0.198678437,0.0452,0.4178,0.9550,1.043
0.200970885,0.0462,0.4183,0.9530,1.042
0.203032187,0.0443,0.4183,0.9491,1.038
0.204811718,0.0423,0.4173,0.9462,1.035
0.20933151,0.0399,0.4163,0.9398,1.029
0.210725625,0.0374,0.4163,0.9393,1.028
0.21124125,0.0340,0.4148,0.9315,1.020
0.213154739,0.0315,0.4168,0.9286,1.018
0.21507677,0.0276,0.4183,0.9252,1.016
0.218208593,0.0223,0.4187,0.9212,1.012
0.218867447,0.0218,0.4173,0.9164,1.007
0.220609635,0.0203,0.4129,0.9115,1.001
0.221911822,0.0203,0.4119,0.9027,0.992
0.225943229,0.0179,0.4104,0.8992,0.989
0.227878333,0.0188,0.4095,0.8944,0.984
0.228823645,0.0203,0.4065,0.8880,0.977
0.231019062,0.0193,0.4041,0.8851,0.973
0.231917343,0.0242,0.4026,0.8812,0.969
0.235084218,0.0223,0.4041,0.8758,0.965
0.236539791,0.0257,0.4046,0.8714,0.961
0.238211041,0.0291,0.4041,0.8670,0.957
0.241769687,0.0301,0.4036,0.8636,0.954
0.242960729,0.0320,0.4041,0.8577,0.949
0.244581666,0.0325,0.4055,0.8557,0.948
0.247642031,0.0340,0.4075,0.8548,0.948
0.248329062,0.0350,0.4080,0.8543,0.947
0.250704375,0.0350,0.4090,0.8508,0.945
0.252004322,0.0355,0.4080,0.8513,0.945
0.255645885,0.0340,0.4095,0.8523,0.946
0.257611562,0.0325,0.4099,0.8538,0.948
0.258249375,0.0320,0.4095,0.8538,0.947
0.261624791,0.0306,0.4124,0.8562,0.951
0.263079687,0.0306,0.4129,0.8611,0.955
0.26470302,0.0296,0.4134,0.8650,0.959
0.267709999,0.0296,0.4153,0.8714,0.966
0.268459166,0.0315,0.4153,0.8782,0.972
0.270220468,0.0340,0.4153,0.8846,0.978
0.271903124,0.0350,0.4173,0.8900,0.984
0.275689427,0.0403,0.4158,0.8968,0.989
0.277770312,0.0399,0.4148,0.9022,0.994
0.280496874,0.0447,0.4153,0.9080,1.000
0.281338541,0.0487,0.4114,0.9149,1.004
0.282021145,0.0506,0.4134,0.9183,1.008
0.284477083,0.0511,0.4143,0.9256,1.015
0.287645208,0.0516,0.4158,0.9310,1.021
0.288338541,0.0501,0.4163,0.9340,1.024
0.294868072,0.0477,0.4187,0.9388,1.029
0.296106979,0.0462,0.4207,0.9428,1.033
0.296727916,0.0457,0.4187,0.9428,1.033
0.297209427,0.0447,0.4231,0.9462,1.037
0.298601354,0.0447,0.4207,0.9467,1.037
0.300003333,0.0447,0.4207,0.9481,1.038
0.302306614,0.0447,0.4202,0.9486,1.038
0.304829843,0.0447,0.4178,0.9472,1.036
0.308828281,0.0472,0.4173,0.9452,1.034
0.310452604,0.0452,0.4124,0.9442,1.031
0.311335208,0.0457,0.4134,0.9413,1.029
0.311956614,0.0433,0.4124,0.9374,1.025
0.314379531,0.0408,0.4104,0.9354,1.022
0.317877708,0.0403,0.4095,0.9300,1.017
0.319986927,0.0379,0.4085,0.9261,1.013
0.320545052,0.0335,0.4085,0.9217,1.009
0.321844635,0.0291,0.4119,0.9193,1.008
0.325342239,0.0271,0.4104,0.9144,1.003
0.327257031,0.0237,0.4080,0.9115,0.999
0.328239635,0.0232,0.4060,0.9061,0.993
0.330285572,0.0232,0.4065,0.9036,0.991
0.33190026,0.0218,0.4051,0.9027,0.990
0.33425276,0.0232,0.4031,0.8997,0.986
0.337711718,0.0227,0.4011,0.8988,0.984
0.342363645,0.0227,0.3992,0.8963,0.981
0.343435833,0.0208,0.3997,0.8963,0.982
0.343942031,0.0208,0.4002,0.8963,0.982
0.347578281,0.0198,0.4007,0.8953,0.981
0.348542968,0.0179,0.4002,0.8944,0.980
0.348960729,0.0183,0.3997,0.8934,0.979
0.35056052,0.0174,0.3987,0.8958,0.981
0.351849322,0.0169,0.4007,0.8963,0.982
0.354373124,0.0164,0.4026,0.8968,0.983
0.35884927,0.0193,0.4041,0.8953,0.982
0.359830677,0.0232,0.4055,0.8958,0.984
0.360311927,0.0262,0.4051,0.8944,0.982
0.361931406,0.0271,0.4036,0.8944,0.982
0.36443526,0.0301,0.4060,0.8904,0.979
0.368574062,0.0311,0.4065,0.8904,0.979
0.369310729,0.0340,0.4051,0.8904,0.979
0.371197812,0.0355,0.4055,0.8909,0.980
0.371777552,0.0389,0.4031,0.8924,0.980
0.375544843,0.0403,0.4070,0.8934,0.983
0.378752708,0.0408,0.4065,0.8953,0.984
0.380228489,0.0413,0.4080,0.8973,0.987
0.380835052,0.0394,0.4095,0.8988,0.988
0.382989895,0.0374,0.4090,0.8997,0.989
0.384697187,0.0335,0.4099,0.9027,0.992
0.388855052,0.0320,0.4124,0.9051,0.995
0.389693802,0.0296,0.4114,0.9056,0.995
0.392319166,0.0306,0.4134,0.9080,0.998
0.393201041,0.0306,0.4139,0.9076,0.998
0.395273802,0.0325,0.4139,0.9080,0.998
0.398015364,0.0330,0.4143,0.9085,0.999
0.398668802,0.0369,0.4134,0.9105,1.001
0.400647135,0.0379,0.4143,0.9110,1.002
0.401974791,0.0408,0.4139,0.9115,1.002
0.404853437,0.0399,0.4129,0.9124,1.002
0.408459583,0.0389,0.4143,0.9105,1.001
0.409383124,0.0399,0.4143,0.9095,1.000
0.410426458,0.0408,0.4148,0.9100,1.001
0.413017187,0.0418,0.4139,0.9085,0.999
0.41534052,0.0389,0.4143,0.9080,0.999
0.417038177,0.0384,0.4139,0.9080,0.999
0.417932083,0.0399,0.4158,0.9076,0.999
0.421052291,0.0389,0.4148,0.9085,1.000
0.421810364,0.0399,0.4148,0.9080,0.999
0.426607239,0.0399,0.4143,0.9100,1.001
0.427993697,0.0423,0.4148,0.9105,1.001
0.430295989,0.0438,0.4139,0.9120,1.002
0.431659218,0.0447,0.4114,0.9120,1.001
0.432258541,0.0443,0.4134,0.9100,1.000
0.434871666,0.0423,0.4114,0.9085,0.998
0.442388281,0.0413,0.4124,0.9085,0.999
0.443206197,0.0394,0.4124,0.9090,0.999
0.443650937,0.0369,0.4124,0.9090,0.999
0.444021249,0.0345,0.4119,0.9105,1.000
0.444571666,0.0359,0.4119,0.9129,1.002
0.447623072,0.0364,0.4090,0.9144,1.002
0.448232135,0.0369,0.4080,0.9144,1.002
0.450284791,0.0374,0.4090,0.9178,1.006
0.451798333,0.0394,0.4104,0.9168,1.005
0.454081093,0.0389,0.4099,0.9178,1.006
0.45857151,0.0379,0.4109,0.9203,1.009
0.459903072,0.0369,0.4104,0.9198,1.008
0.46041677,0.0364,0.4095,0.9217,1.009
0.462237812,0.0389,0.4060,0.9217,1.008
0.464950104,0.0433,0.4055,0.9227,1.009
0.467717499,0.0403,0.4060,0.9237,1.010
0.468381145,0.0428,0.4060,0.9247,1.011
0.470268489,0.0423,0.4046,0.9247,1.010
0.472124166,0.0438,0.4041,0.9237,1.009
0.474949114,0.0447,0.4055,0.9193,1.006
0.477677864,0.0477,0.4046,0.9193,1.006
0.480662968,0.0472,0.4046,0.9164,1.003
0.481794635,0.0496,0.4021,0.9110,0.997
0.482261197,0.0487,0.4007,0.9076,0.993
0.485637499,0.0491,0.4021,0.9027,0.989
0.486442499,0.0506,0.4011,0.8988,0.986
0.490252968,0.0491,0.3997,0.8953,0.982
0.491218645,0.0487,0.4002,0.8929,0.980
0.493664426,0.0462,0.3987,0.8904,0.977
0.495308801,0.0443,0.3992,0.8909,0.977
0.497147864,0.0403,0.4021,0.8865,0.974
0.497965416,0.0374,0.4021,0.8865,0.974
0.502264791,0.0345,0.4021,0.8856,0.973
0.502967656,0.0315,0.4011,0.8851,0.972
0.504553749,0.0276,0.4021,0.8865,0.974
0.508010676,0.0247,0.4041,0.8885,0.976
0.508844479,0.0213,0.4026,0.8895,0.977
0.510046874,0.0183,0.4051,0.8890,0.977
0.512438385,0.0144,0.4041,0.8904,0.978
0.514603854,0.0125,0.4070,0.8919,0.980
0.518752343,0.0120,0.4075,0.8934,0.982
0.520919218,0.0086,0.4060,0.8958,0.984
0.521447395,0.0081,0.4099,0.8988,0.988
0.521844895,0.0076,0.4085,0.8983,0.987
0.526860416,0.0086,0.4075,0.9051,0.993
0.52780276,0.0095,0.4075,0.9100,0.997
0.528240208,0.0091,0.4104,0.9149,1.003
0.531270364,0.0095,0.4109,0.9168,1.005
0.531888958,0.0081,0.4104,0.9173,1.005
0.53494276,0.0071,0.4099,0.9168,1.004
0.536428281,0.0051,0.4119,0.9183,1.006
0.539033072,0.0012,0.4129,0.9159,1.005
0.541943541,-0.0002,0.4134,0.9173,1.006
0.542755781,-0.0027,0.4143,0.9159,1.005
0.544594531,-0.0046,0.4143,0.9149,1.004
0.547686093,-0.0041,0.4143,0.9183,1.007
0.548290051,-0.0041,0.4139,0.9168,1.006
0.550255937,-0.0017,0.4119,0.9168,1.005
0.552954739,0.0012,0.4095,0.9178,1.005
0.554374843,0.0051,0.4075,0.9193,1.006
0.557962343,0.0076,0.4046,0.9178,1.003
0.558815729,0.0115,0.4041,0.9164,1.002
0.560291197,0.0149,0.4021,0.9188,1.003
0.561935208,0.0188,0.4031,0.9208,1.005
0.565119166,0.0208,0.4007,0.9203,1.004
0.566606562,0.0237,0.3997,0.9193,1.003
0.568497083,0.0267,0.4002,0.9193,1.003
0.570200364,0.0267,0.4002,0.9159,1.000
0.572438281,0.0286,0.4016,0.9144,0.999
0.57548427,0.0271,0.4031,0.9124,0.998
0.577924583,0.0291,0.4011,0.9110,0.996
0.580676145,0.0301,0.4036,0.9105,0.996
0.581276093,0.0296,0.4031,0.9085,0.994
0.582005156,0.0306,0.4007,0.9105,0.995
0.584903385,0.0330,0.4002,0.9085,0.993
0.588776926,0.0340,0.4016,0.9071,0.993
0.589434999,0.0384,0.4002,0.9061,0.991
0.59233776,0.0394,0.4002,0.9061,0.991
0.593170624,0.0457,0.4011,0.9046,0.991
0.595810676,0.0491,0.4002,0.9041,0.990
0.596884166,0.0531,0.3977,0.9051,0.990
0.598300781,0.0560,0.4007,0.9066,0.993
0.599925416,0.0604,0.4011,0.9076,0.994
0.602092187,0.0638,0.4016,0.9071,0.994
0.605221249,0.0633,0.4031,0.9085,0.996
0.607618801,0.0658,0.4036,0.9076,0.995
0.610501979,0.0643,0.4031,0.9080,0.996
0.611369322,0.0653,0.4036,0.9090,0.997
0.612003385,0.0628,0.4055,0.9090,0.997
0.614825312,0.0599,0.4060,0.9100,0.998
0.617767656,0.0584,0.4085,0.9100,0.999
0.618344062,0.0589,0.4099,0.9134,1.003
0.620450364,0.0570,0.4099,0.9129,1.002
0.621924583,0.0570,0.4114,0.9149,1.005
0.625021406,0.0555,0.4114,0.9134,1.003
0.627260468,0.0540,0.4109,0.9139,1.004
0.628136718,0.0531,0.4099,0.9144,1.003
0.630563801,0.0511,0.4095,0.9144,1.003
0.63189401,0.0496,0.4109,0.9144,1.004
0.63464276,0.0472,0.4114,0.9154,1.005
0.637005781,0.0467,0.4099,0.9129,1.002
0.638263854,0.0447,0.4109,0.9124,1.002
0.643812343,0.0443,0.4119,0.9120,1.002
0.644731614,0.0408,0.4124,0.9124,1.002
0.645055781,0.0384,0.4139,0.9090,1.000
0.646931666,0.0335,0.4153,0.9090,1.000
0.648178593,0.0301,0.4168,0.9071,0.999
0.650117291,0.0281,0.4139,0.9051,0.996
0.651761874,0.0276,0.4124,0.9027,0.993
0.65440302,0.0232,0.4129,0.9022,0.992
0.65822302,0.0213,0.4129,0.9027,0.993
0.659390833,0.0198,0.4109,0.9027,0.992
0.661144583,0.0193,0.4090,0.9017,0.990
0.661826979,0.0169,0.4109,0.9007,0.990
0.664732551,0.0154,0.4090,0.8983,0.987
0.667869999,0.0135,0.4085,0.9002,0.989
0.670261406,0.0144,0.4080,0.8983,0.987
0.670799791,0.0125,0.4085,0.8958,0.985
0.672037968,0.0110,0.4051,0.8924,0.980
0.677201458,0.0105,0.4060,0.8934,0.981
0.678494114,0.0105,0.4036,0.8934,0.980
0.678934895,0.0091,0.4055,0.8934,0.981
0.680111041,0.0091,0.4026,0.8929,0.980
0.682702708,0.0115,0.4031,0.8924,0.979
0.684527604,0.0110,0.4026,0.8929,0.980
0.692223697,0.0110,0.4021,0.8939,0.980
0.693340312,0.0120,0.4002,0.8953,0.981
0.693793697,0.0125,0.4007,0.8944,0.980
0.694137499,0.0149,0.4011,0.8939,0.980
0.694594531,0.0154,0.3987,0.8958,0.981
0.697210728,0.0174,0.4002,0.8953,0.981
0.697924166,0.0198,0.4026,0.8958,0.982
0.700279999,0.0213,0.4021,0.8963,0.983
0.70219802,0.0232,0.4011,0.8983,0.984
0.704542656,0.0276,0.4016,0.9012,0.987
0.708431353,0.0281,0.4021,0.9041,0.990
0.709797395,0.0306,0.4031,0.9076,0.994
0.711216718,0.0384,0.4021,0.9110,0.997
0.711801458,0.0413,0.4021,0.9144,1.000
0.714283489,0.0467,0.4026,0.9164,1.002
0.717263489,0.0496,0.4016,0.9212,1.006
0.717882135,0.0526,0.4031,0.9203,1.006
0.719759687,0.0535,0.4031,0.9217,1.007
0.721716093,0.0535,0.4031,0.9237,1.009
0.724394895,0.0511,0.4051,0.9242,1.010
0.726895728,0.0506,0.4060,0.9276,1.014
0.728459374,0.0496,0.4070,0.9271,1.014
0.730334687,0.0472,0.4075,0.9310,1.017
0.732070781,0.0462,0.4060,0.9320,1.018
0.734214895,0.0462,0.4070,0.9364,1.022
0.736521353,0.0423,0.4075,0.9384,1.024
0.738695989,0.0418,0.4080,0.9393,1.025
0.746680833,0.0413,0.4085,0.9369,1.023
0.747603333,0.0399,0.4065,0.9379,1.023
0.747958801,0.0359,0.4095,0.9369,1.023
0.748264218,0.0340,0.4085,0.9354,1.021
0.748614843,0.0330,0.4060,0.9335,1.018
0.752492447,0.0320,0.4070,0.9310,1.017
0.753466197,0.0291,0.4026,0.9296,1.013
0.754162447,0.0257,0.4051,0.9291,1.014
0.757934166,0.0252,0.4026,0.9271,1.011
0.759624218,0.0252,0.4002,0.9247,1.008
0.760266978,0.0227,0.3987,0.9227,1.005
0.763033853,0.0203,0.3997,0.9193,1.003
0.765381249,0.0179,0.4007,0.9173,1.001
0.768269478,0.0149,0.3997,0.9120,0.996
0.768678385,0.0135,0.3987,0.9076,0.991
0.770388124,0.0100,0.3987,0.9041,0.988
0.771767916,0.0076,0.4002,0.8992,0.984
0.774389843,0.0061,0.3987,0.8958,0.981
0.778395156,0.0042,0.3967,0.8895,0.974
0.778800572,0.0027,0.3987,0.8860,0.972
0.780408489,0.0012,0.3982,0.8821,0.968
0.782201666,0.0003,0.3967,0.8802,0.965
0.784660624,0.0007,0.3953,0.8777,0.963
0.786304322,0.0003,0.3953,0.8768,0.962
0.788675156,0.0017,0.3933,0.8743,0.959
0.791092656,0.0042,0.3948,0.8743,0.959
0.791938749,0.0076,0.3943,0.8738,0.959
0.795286093,0.0120,0.3953,0.8753,0.960
0.797419791,0.0154,0.3948,0.8753,0.960
0.798019583,0.0203,0.3953,0.8797,0.965
0.80051026,0.0223,0.3958,0.8802,0.965
0.802333072,0.0242,0.3963,0.8816,0.967
0.805162499,0.0227,0.4007,0.8846,0.971
0.808081197,0.0203,0.4007,0.8851,0.972
0.808761666,0.0227,0.3982,0.8919,0.977
0.810351093,0.0267,0.3982,0.8948,0.980
0.812127239,0.0286,0.3943,0.9032,0.986
0.814800416,0.0315,0.3958,0.9095,0.992
0.817897395,0.0330,0.3948,0.9168,0.999
0.818515416,0.0350,0.3967,0.9237,1.006
0.821155208,0.0374,0.3972,0.9266,1.009
0.821762499,0.0359,0.3987,0.9320,1.014
0.824474426,0.0350,0.4002,0.9393,1.022
0.829109687,0.0350,0.4026,0.9403,1.023
0.82981026,0.0355,0.4016,0.9457,1.028
0.831765624,0.0350,0.4021,0.9481,1.030
0.832347135,0.0330,0.4046,0.9540,1.037
0.835144374,0.0330,0.4060,0.9535,1.037
0.838468281,0.0320,0.4046,0.9545,1.037
0.839083853,0.0315,0.4051,0.9560,1.039
0.84156776,0.0320,0.4070,0.9540,1.038
0.84245401,0.0306,0.4075,0.9530,1.037
0.84549302,0.0296,0.4036,0.9540,1.036
0.848077916,0.0320,0.4036,0.9540,1.036
0.848679166,0.0320,0.4031,0.9506,1.033
0.850767864,0.0315,0.4041,0.9491,1.032
0.851791718,0.0315,0.4011,0.9442,1.026
0.854222499,0.0306,0.4002,0.9437,1.026
0.858339583,0.0286,0.4011,0.9393,1.022
0.859210885,0.0296,0.4011,0.9335,1.016
0.860223124,0.0281,0.3987,0.9305,1.013
0.86307026,0.0242,0.3987,0.9252,1.008
0.86455901,0.0242,0.3977,0.9193,1.002
0.86886026,0.0223,0.3987,0.9144,0.998
0.869602187,0.0188,0.3972,0.9095,0.993
